courseCode,section,recordTime,quota,enrol,avail,wait
COMP 3632,L1 (2109),1629941764,60,3,57,0
COMP 3632,L1 (2109),1629945365,60,4,56,0
COMP 3632,L1 (2109),1629948306,60,5,55,0
COMP 3632,L1 (2109),1629948905,60,7,53,0
COMP 3632,L1 (2109),1629950105,60,8,52,0
COMP 3632,L1 (2109),1629950706,60,10,50,0
COMP 3632,L1 (2109),1629952505,60,14,46,0
COMP 3632,L1 (2109),1629953407,60,16,44,0
COMP 3632,L1 (2109),1629954305,60,17,43,0
COMP 3632,L1 (2109),1629957007,60,18,42,0
COMP 3632,L1 (2109),1629957908,60,20,40,0
COMP 3632,L1 (2109),1629959706,60,23,37,0
COMP 3632,L1 (2109),1629963306,60,28,32,0
COMP 3632,L1 (2109),1629964206,60,27,33,0
COMP 3632,L1 (2109),1629967506,60,34,26,1
COMP 3632,L1 (2109),1629968407,60,33,27,2
COMP 3632,L1 (2109),1629969306,60,33,27,3
COMP 3632,L1 (2109),1629970207,60,33,27,4
COMP 3632,L1 (2109),1629973807,60,35,25,1
COMP 3632,L1 (2109),1629978306,60,35,25,2
COMP 3632,L1 (2109),1629981007,60,36,24,1
COMP 3632,L1 (2109),1629982807,60,36,24,2
COMP 3632,L1 (2109),1629986407,60,36,24,3
COMP 3632,L1 (2109),1630008006,60,37,23,3
COMP 3632,L1 (2109),1630035006,60,37,23,4
COMP 3632,L1 (2109),1630036807,60,37,23,5
COMP 3632,L1 (2109),1630038606,60,38,22,4
COMP 3632,L1 (2109),1630039506,60,38,22,5
COMP 3632,L1 (2109),1630042206,60,39,21,4
COMP 3632,L1 (2109),1630043106,60,39,21,5
COMP 3632,L1 (2109),1630045806,60,40,20,4
COMP 3632,L1 (2109),1630046706,60,39,21,5
COMP 3632,L1 (2109),1630049406,60,40,20,4
COMP 3632,L1 (2109),1630132206,60,40,20,5
COMP 3632,L1 (2109),1630135807,60,41,19,4
COMP 3632,L1 (2109),1630206007,60,40,20,4
COMP 3632,L1 (2109),1630207807,60,41,19,3
COMP 3632,L1 (2109),1630218606,60,42,18,3
COMP 3632,L1 (2109),1630292407,60,42,18,4
COMP 3632,L1 (2109),1630390506,60,42,18,5
COMP 3632,L1 (2109),1630399506,60,42,18,6
COMP 3632,L1 (2109),1630402206,60,43,17,5
COMP 3632,L1 (2109),1630406707,60,43,17,6
COMP 3632,L1 (2109),1630409407,60,44,16,5
COMP 3632,L1 (2109),1630420206,60,45,15,5
COMP 3632,L1 (2109),1630465207,60,45,15,6
COMP 3632,L1 (2109),1630483207,60,45,15,7
COMP 3632,L1 (2109),1630486806,60,44,16,7
COMP 3632,L1 (2109),1630499407,60,44,16,8
COMP 3632,L1 (2109),1630503007,60,45,15,7
COMP 3632,L1 (2109),1630530007,60,45,15,8
COMP 3632,L1 (2109),1630553407,60,50,10,3
COMP 3632,L1 (2109),1630559706,60,50,10,4
COMP 3632,L1 (2109),1630575007,60,50,10,5
COMP 3632,L1 (2109),1630638006,60,49,11,5
COMP 3632,L1 (2109),1630643407,60,50,10,4
COMP 3632,L1 (2109),1630647006,60,49,11,4
COMP 3632,L1 (2109),1630656906,60,49,11,3
COMP 3632,L1 (2109),1630657807,60,49,11,2
COMP 3632,L1 (2109),1630702806,60,49,11,1
COMP 3632,L1 (2109),1630734306,60,48,12,1
COMP 3632,L1 (2109),1630814406,60,48,12,2
COMP 3632,L1 (2109),1630816207,60,49,11,1
COMP 3632,L1 (2109),1630820706,60,50,10,1
COMP 3632,L1 (2109),1630845006,60,51,9,1
COMP 3632,L1 (2109),1630855806,60,52,8,1
COMP 3632,L1 (2109),1630895408,60,51,9,1
COMP 3632,L1 (2109),1630906206,60,50,10,1
COMP 3632,L1 (2109),1630920607,60,49,11,1
COMP 3632,L1 (2109),1631008806,60,49,11,2
COMP 3632,L1 (2109),1631010607,60,50,10,1
COMP 3632,L1 (2109),1631134806,60,50,10,2
COMP 3632,L1 (2109),1631160906,60,50,10,3
COMP 3632,L1 (2109),1631161807,60,51,9,2
COMP 3632,L1 (2109),1631164507,60,50,10,2
COMP 3632,L1 (2109),1631165407,60,51,9,1
COMP 3632,L1 (2109),1631172607,60,50,10,1
COMP 3632,L1 (2109),1631178007,60,49,11,1
COMP 3632,L1 (2109),1631307606,60,48,12,1
COMP 3632,L1 (2109),1631394005,60,48,12,0
COMP 3632,L1 (2109),1631525406,60,47,13,0
COMP 3632,L1 (2109),1631529006,60,46,14,0
COMP 3632,L1 (2109),1631534407,60,45,15,0
COMP 3632,L1 (2109),1631635207,60,46,14,0
