courseCode,section,recordTime,quota,enrol,avail,wait
SOSC 1980,L2 (4015),1629941760,120,27,93,0
SOSC 1980,L2 (4015),1629942661,120,45,75,8
SOSC 1980,L2 (4015),1629943561,120,45,75,11
SOSC 1980,L2 (4015),1629945361,120,45,75,42
SOSC 1980,L2 (4015),1629946501,120,45,75,67
SOSC 1980,L2 (4015),1629947101,120,45,75,78
SOSC 1980,L2 (4015),1629948901,120,53,67,120
SOSC 1980,L2 (4015),1629950101,120,53,67,136
SOSC 1980,L2 (4015),1629950701,120,53,67,138
SOSC 1980,L2 (4015),1629951601,120,53,67,139
SOSC 1980,L2 (4015),1629952501,120,56,64,182
SOSC 1980,L2 (4015),1629953401,120,56,64,186
SOSC 1980,L2 (4015),1629955201,120,56,64,187
SOSC 1980,L2 (4015),1629956102,120,56,64,239
SOSC 1980,L2 (4015),1629957002,120,56,64,242
SOSC 1980,L2 (4015),1629957902,120,56,64,238
SOSC 1980,L2 (4015),1629958801,120,56,64,242
SOSC 1980,L2 (4015),1629959701,120,61,59,281
SOSC 1980,L2 (4015),1629960601,120,61,59,289
SOSC 1980,L2 (4015),1629962401,120,61,59,288
SOSC 1980,L2 (4015),1629963301,120,70,50,321
SOSC 1980,L2 (4015),1629964201,120,70,50,332
SOSC 1980,L2 (4015),1629965701,120,70,50,329
SOSC 1980,L2 (4015),1629966602,120,70,50,326
SOSC 1980,L2 (4015),1629967502,120,76,44,364
SOSC 1980,L2 (4015),1629968402,120,76,44,369
SOSC 1980,L2 (4015),1629969302,120,76,44,371
SOSC 1980,L2 (4015),1629970202,120,76,44,374
SOSC 1980,L2 (4015),1629971102,120,88,32,361
SOSC 1980,L2 (4015),1629972002,120,88,32,362
SOSC 1980,L2 (4015),1629972901,120,88,32,361
SOSC 1980,L2 (4015),1629976501,120,88,32,363
SOSC 1980,L2 (4015),1629982801,120,88,32,364
SOSC 1980,L2 (4015),1629986402,120,88,32,363
SOSC 1980,L2 (4015),1629988201,120,88,32,364
SOSC 1980,L2 (4015),1629990001,120,88,32,365
SOSC 1980,L2 (4015),1629991802,120,88,32,366
SOSC 1980,L2 (4015),1629997202,120,88,32,364
SOSC 1980,L2 (4015),1630000802,120,89,31,364
SOSC 1980,L2 (4015),1630008002,120,89,31,365
SOSC 1980,L2 (4015),1630015202,120,89,31,366
SOSC 1980,L2 (4015),1630029602,120,89,31,382
SOSC 1980,L2 (4015),1630031402,120,89,31,384
SOSC 1980,L2 (4015),1630033202,120,94,26,404
SOSC 1980,L2 (4015),1630036802,120,96,24,415
SOSC 1980,L2 (4015),1630037702,120,96,24,413
SOSC 1980,L2 (4015),1630038601,120,96,24,414
SOSC 1980,L2 (4015),1630039502,120,99,21,428
SOSC 1980,L2 (4015),1630041301,120,99,21,431
SOSC 1980,L2 (4015),1630042201,120,99,21,432
SOSC 1980,L2 (4015),1630043101,120,102,18,456
SOSC 1980,L2 (4015),1630045801,120,102,18,455
SOSC 1980,L2 (4015),1630046702,120,105,15,481
SOSC 1980,L2 (4015),1630047601,120,105,15,478
SOSC 1980,L2 (4015),1630048501,120,105,15,477
SOSC 1980,L2 (4015),1630049402,120,105,15,475
SOSC 1980,L2 (4015),1630050302,120,105,15,495
SOSC 1980,L2 (4015),1630051201,120,113,7,493
SOSC 1980,L2 (4015),1630052102,120,113,7,495
SOSC 1980,L2 (4015),1630053901,120,119,1,514
SOSC 1980,L2 (4015),1630054801,120,118,2,514
SOSC 1980,L2 (4015),1630055701,120,118,2,512
SOSC 1980,L2 (4015),1630056602,120,118,2,513
SOSC 1980,L2 (4015),1630057502,120,120,0,511
SOSC 1980,L2 (4015),1630059302,120,120,0,510
SOSC 1980,L2 (4015),1630063801,120,120,0,509
SOSC 1980,L2 (4015),1630071002,120,120,0,507
SOSC 1980,L2 (4015),1630072802,120,120,0,506
SOSC 1980,L2 (4015),1630074602,120,120,0,504
SOSC 1980,L2 (4015),1630078202,120,120,0,502
SOSC 1980,L2 (4015),1630108802,120,120,0,499
SOSC 1980,L2 (4015),1630117802,120,120,0,497
SOSC 1980,L2 (4015),1630119602,120,120,0,496
SOSC 1980,L2 (4015),1630121402,120,120,0,497
SOSC 1980,L2 (4015),1630125902,120,120,0,496
SOSC 1980,L2 (4015),1630128601,120,120,0,494
SOSC 1980,L2 (4015),1630129501,120,120,0,495
SOSC 1980,L2 (4015),1630134002,120,120,0,494
SOSC 1980,L2 (4015),1630136702,120,120,0,492
SOSC 1980,L2 (4015),1630139401,120,120,0,493
SOSC 1980,L2 (4015),1630143001,120,120,0,492
SOSC 1980,L2 (4015),1630148402,120,120,0,491
SOSC 1980,L2 (4015),1630149302,120,120,0,490
SOSC 1980,L2 (4015),1630159201,120,120,0,491
SOSC 1980,L2 (4015),1630164602,120,120,0,490
SOSC 1980,L2 (4015),1630184402,120,120,0,491
SOSC 1980,L2 (4015),1630207802,120,120,0,490
SOSC 1980,L2 (4015),1630211402,120,120,0,488
SOSC 1980,L2 (4015),1630215001,120,120,0,487
SOSC 1980,L2 (4015),1630216801,120,120,0,486
SOSC 1980,L2 (4015),1630223102,120,120,0,487
SOSC 1980,L2 (4015),1630224002,120,120,0,486
SOSC 1980,L2 (4015),1630231201,120,120,0,485
SOSC 1980,L2 (4015),1630233001,120,120,0,484
SOSC 1980,L2 (4015),1630237502,120,120,0,485
SOSC 1980,L2 (4015),1630238402,120,120,0,484
SOSC 1980,L2 (4015),1630240202,120,120,0,483
SOSC 1980,L2 (4015),1630245603,120,120,0,482
SOSC 1980,L2 (4015),1630249202,120,120,0,481
SOSC 1980,L2 (4015),1630252801,120,120,0,480
SOSC 1980,L2 (4015),1630270801,120,120,0,481
SOSC 1980,L2 (4015),1630281602,120,120,0,480
SOSC 1980,L2 (4015),1630292402,120,120,0,478
SOSC 1980,L2 (4015),1630294202,120,120,0,475
